match_id,team_1_batting_strength,team_2_batting_strength,team_1_bowling_strength,team_2_bowling_strength,team_1_powerplay_batting_strength,team_2_powerplay_batting_strength,team_1_death_bowling_strength,team_2_death_bowling_strength,team_1_middle_batting_strength,team_2_middle_batting_strength,team_1_middle_bowling_strength,team_2_middle_bowling_strength,team_1_batting_depth,team_2_batting_depth,team_1_bowling_depth,team_2_bowling_depth,batting_strength_diff,bowling_strength_diff,powerplay_batting_strength_diff,death_bowling_strength_diff,middle_batting_strength_diff,middle_bowling_strength_diff,batting_depth_diff,bowling_depth_diff
335982,35.0,35.0,18.0,18.0,35.0,35.0,18.0,18.0,35.0,35.0,18.0,18.0,0.6,0.7142857142857143,0.6,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.11428571428571432,-0.06666666666666676
335983,35.0,35.0,18.0,18.0,35.0,35.0,18.0,18.0,35.0,35.0,18.0,18.0,0.7142857142857143,0.6666666666666667,0.6,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904756,-0.06666666666666676
335984,35.0,35.0,18.0,18.0,35.0,35.0,18.0,18.0,35.0,35.0,18.0,18.0,0.33333333333333337,0.7142857142857143,0.6,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.38095238095238093,-0.06666666666666676
335985,35.0,20.284920634920635,18.0,13.166666666666666,35.0,26.764880952380953,18.0,16.125,35.0,23.63190476190476,18.0,18.766666666666666,0.7142857142857143,0.42486012754802616,0.6666666666666667,0.457286432160804,14.715079365079365,4.833333333333334,8.235119047619047,1.875,11.36809523809524,-0.7666666666666657,0.28942558673768815,0.20938023450586274
335986,35.0,44.11929223744292,18.0,27.68333333333333,35.0,39.3,18.0,30.104166666666664,35.0,38.037142857142854,18.0,35.5,0.7142857142857143,0.4539895582232021,0.6666666666666667,0.4837506659563132,-9.11929223744292,-9.68333333333333,-4.299999999999997,-12.104166666666664,-3.037142857142854,-17.5,0.2602961560625122,0.18291600071035352
335987,44.959440559440566,26.336384439359268,14.25,8.014102564102563,47.1269000736106,35.879222408026756,17.8125,9.600961538461538,43.014871794871794,30.68401337792642,35.55,6.264102564102564,0.587972290168471,0.5538491615257625,0.3929824561403509,0.14525675891857293,18.623056120081298,6.235897435897437,11.247677665583844,8.211538461538462,12.330858416945375,29.285897435897432,0.0341231286427085,0.24772569722177795
335988,27.840018315018316,50.01247790738777,21.833333333333336,24.75,32.50192307692308,39.09444444444444,31.125,26.4375,27.42648351648352,43.13381962864722,24.633333333333333,37.5,0.629289784851756,0.31741672103038265,0.37251908396946565,0.4424242424242424,-22.172459592369453,-2.9166666666666643,-6.592521367521364,4.6875,-15.707336112163699,-12.866666666666667,0.31187306382137336,-0.06990515845477674
335989,49.23284747659747,40.647478070175445,11.7,19.975,43.40934065934066,44.73996710526316,14.4375,20.75,48.25394688644688,41.947500000000005,19.116666666666667,22.40833333333333,0.5088198009639529,0.6534827677106098,0.4914529914529915,0.5872667398463227,8.585369406422025,-8.275000000000002,-1.3306264459225048,-6.3125,6.306446886446878,-3.2916666666666643,-0.1446629667466569,-0.09581374839333123
335990,19.94920006464124,37.497480103666504,14.776666666666666,12.854761904761904,30.757588612368025,35.60492021276596,20.958333333333332,14.389880952380953,20.268311006100053,37.10371754523997,16.333333333333332,16.143809523809523,0.45349143077088694,0.6542067289708142,0.49103139013452923,0.369696853008847,-17.548280039025265,1.9219047619047611,-4.847331600397936,6.56845238095238,-16.835406539139914,0.1895238095238092,-0.20071529819992728,0.12133453712568221
335991,39.978973177330694,41.95188778706056,15.551323529411766,12.655,41.6805765993266,45.10127140633109,20.350490196078432,10.9375,37.85497635933806,41.536316614420066,13.986666666666668,20.51666666666667,0.6701159884342978,0.6565589622539392,0.42294998730642297,0.3545816733067729,-1.9729146097298695,2.8963235294117666,-3.4206948070044874,9.412990196078432,-3.681340255082006,-6.530000000000001,0.013557026180358589,0.06836831399965004
335992,35.70269968399259,32.575770116273084,14.910626964433416,12.154,32.49320512820513,36.077759740259744,18.608333333333334,18.125,31.272547272547275,33.74577922077923,14.305000000000001,14.91,0.4103224407888807,0.6468022836332401,0.4485820721129392,0.30429397192402974,3.1269295677195075,2.7566269644334156,-3.5845546120546103,0.4833333333333343,-2.473231948231952,-0.6049999999999986,-0.2364798428443594,0.14428810018890947
335993,38.04869702665756,37.997412867741794,14.954999999999998,30.90772727272727,36.38747509800141,37.519999999999996,21.25,33.38257575757576,33.42248120300752,35.03214285714286,27.666666666666668,49.86666666666667,0.24230315557524118,0.5556144237004949,0.4128595600676819,0.49645580978017045,0.0512841589157631,-15.952727272727273,-1.1325249019985861,-12.132575757575758,-1.609661654135337,-22.2,-0.3133112681252537,-0.08359624971248858
335994,18.13937728937729,34.45987404240113,16.680095238095237,15.788897596656216,22.061660079051386,35.85520833333334,19.85,18.138257575757574,18.966300366300366,31.432704876822527,20.096666666666668,21.866666666666667,0.5,0.6646256668713961,0.5034470970315081,0.49455120206305636,-16.320496753023843,0.891197641439021,-13.793548254281951,1.711742424242427,-12.46640451052216,-1.7699999999999996,-0.16462566687139613,0.008895894968451779
335995,41.37608492897464,37.18375007583865,26.225,18.060000000000002,36.79088669950739,41.21083333333333,24.8125,14.734432234432234,41.18333333333334,36.46022623952043,39.255,33.84761904761905,0.6337364166605168,0.5948343668975411,0.5394045534150613,0.559061681352703,4.192334853135989,8.165,-4.419946633825944,10.078067765567766,4.7231070938129065,5.407380952380954,0.03890204976297573,-0.019657127937641627
335996,45.33931704442574,33.72628789962712,18.443333333333335,17.54060606060606,38.327211830131446,38.34583333333333,18.833333333333332,21.25,39.90332218506132,32.985952380952384,32.525,20.25,0.4849948371543876,0.6281513873751504,0.5588235294117647,0.37096067956913903,11.613029144798624,0.9027272727272759,-0.018621503201885048,-2.416666666666668,6.917369804108937,12.274999999999999,-0.1431565502207628,0.1878628498426257
335997,32.4120327710639,27.06812956611434,24.006262626262625,12.219198717948718,34.76821581196581,31.30209330143541,26.368055555555557,14.002331002331001,28.52325396825397,25.086313131313133,44.39526315789474,16.0,0.5342562346164907,0.4648584046727513,0.5211767160442311,0.4402809056141146,5.343903204949559,11.787063908313907,3.4661225105304005,12.365724553224556,3.4369408369408383,28.39526315789474,0.06939782994373944,0.08089581043011651
335998,36.635794710248895,30.327973674717096,20.80777777777778,13.629971177944862,37.03388568605737,32.52084312957158,29.104166666666664,18.300595238095237,37.87552334190632,30.416658717541072,29.904761904761905,16.695833333333333,0.6304913541457409,0.5987964691683554,0.5458006344965771,0.33161059702938045,6.3078210355317985,7.177806599832918,4.513042556485786,10.803571428571427,7.458864624365251,13.208928571428572,0.031694884977385485,0.21419003746719667
335999,34.78250391231333,33.676155062314294,18.236579365079365,18.98318181818182,37.466995210022105,38.125040849673205,24.875,19.315384615384616,36.04108262108262,30.296158916413155,19.557142857142857,28.881168831168832,0.6249648318030452,0.4404432853113833,0.5291810429008528,0.3958673191952148,1.106348849999037,-0.7466024531024544,-0.6580456396510996,5.559615384615384,5.744923704669468,-9.324025974025975,0.18452154649166186,0.133313723705638
